conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,microbiologist,released,helminthologist | microbiology science researcher | microbiology studies research scientist | virologist | microbiology analyst | microbiologist | microbiology studies analyst | microbiology studies scholar | microbiology scholar | microbiology research scientist | histologist | bacteriologist | microbiology studies research analyst | microbiology scientist | microbiology studies scientist | microbiology research analyst | parasitologist | microbiology researcher | microbiology biotechnologist | microbiology studies researcher,"Microbiologists study and research the life forms, characteristics, and processes of microscopic organisms. They study microorganisms such as bacteria, protozoa, fungi, etc. in order to diagnose and counteract the effects that these microorganisms might have in animals, in the environment, in the food industry, or in the health care industry.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,linguist,released,koreanist | scandinavist | philologist | africanist | computational linguist | romanist | indologist | germanist | slavist | linguistic scholar | hellenist | linguistic scientist | semitist | arabist | latinist | terminologist | baltist | linguistic researcher | linguists | sinologist | japanologist | tibetologist | anglist | linguistic research scientist | linguist | americanist | linguistic science researcher | phonetics specialist,"Linguists study languages scientifically. They master languages and can interpret them in terms of their grammatical, semantic, and phonetic characteristics. They research the evolution of language and the way it is used by societies.",http://data.europa.eu/esco/isco/C2643,"Translators, interpreters and other linguists"
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,mechatronics engineer,released,robotics engineer | engineer of mechatronics | specialist mechatronic engineer | electromechanical engineer | mechatronic engineering specialist | engineer in mechatronics | mechatronics systems designer | mechanical systems engineer | advanced mechatronics engineer | cybernetics engineer | mechatronics engineer,"Mechatronics engineers design and develop intelligent systems, such as robotic devices, smart home appliances, and aeroplanes, through combining technologies from mechanical, electronic, computer, and control engineering. They create blueprints or design documents for parts, assemblies or finished products using software programs, and also oversee and manage projects.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,mechanical engineer
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,optical engineer,released,optical engineering expert | optical technology engineering expert | optical engineering adviser | optical technology engineering adviser | optical engineering consultant | optics engineer | optical technology engineer | optical engineering specialist | optical technology engineering consultant | optic engineer | optical technology engineering specialist | optical engineer,"Optical engineers design and develop different industrial applications with optics. They have knowledge of light, light transmission principles, and optics in order to design engineering specs of equipment such as microscopes, lenses, telescopes, and other optical devices.",http://data.europa.eu/esco/isco/C2149,Engineering professionals not elsewhere classified
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistician,released,statisticians | statistical researcher | statistic research scientist | statistics research analyst | statistician | statistics analyst | statistics specialist | statistics researcher | statistical scientist | statistical research scientist | statistical data analyst | statistical scholar | statistics science researcher | senior statistician | statistical research analyst | statistics research scientist | statistics scholar | statistics scientist | statistical science researcher | statistic research associate,"Statisticians collect, tabulate, and, most importantly, analyse quantitative information coming from a varied array of fields. They interpret and analyse statistical studies on fields such as health, demographics, finance, business, etc. and advise based on patterns and drawn analysis.",http://data.europa.eu/esco/isco/C2120,"Mathematicians, actuaries and statisticians"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,anthropologist,released,ethnologist | gender scientist | music scientist | anthropologist | social anthropologist | forensic anthropologist | anthropologue | sociocultural anthropologist | movie scientist | theatre scientist | cultural scientist | musicology scientist | biological anthropologist | arts scientist | anthropology research scientist | linguistic anthropologist | television scientist | archaeological anthropologist | art sciences scientist | cultural anthropologist,"Anthropologists research all aspects of life pertaining to humans. They study the various civilisations that have existed along the time and their ways of organisation. They attempt to analyse the physical, societal, linguistic, political, economical, philosophical, and cultural aspects of different people. The aim of their studies is to understand and describe the past of humanity and solve topical societal problems. They explore different perspectives such as philosophical anthropology.",http://data.europa.eu/esco/isco/C2632,"Sociologists, anthropologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,philosophy lecturer,released,university philosophy teacher | professor of philosophy | senior lecturer in philosophy | lecturer of philosophy | higher education philosophy teacher | philosophy lecturer | philosophy instructor | philosophy docent | philosophy professor | lector of philosophy | philosophy lector | university philosophy lecturer | lecturer in philosophy | university lecturer in philosophy | philosophy teacher,"Philosophy lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, philosophy, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of philosophy, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,optomechanical engineer,released,optomechanical technology engineering specialist | optomechanical technology engineering consultant | optomechanical technology engineering expert | optomechanical technology engineering adviser | optomechanical engineering adviser | opto-mechanics engineer | optomechanical technology engineer | optomechanical manufacturing engineer | optomechanical engineering specialist | engineer of optomechanical systems | engineer in optical systems | optomechanical engineer | opto-mechanical engineer | optomechanical design engineer | optomechanical engineering consultant | engineer in optomechanical systems | engineer in optomechanical design | optomechanical engineering expert,"Optomechanical engineers design and develop optomechanical systems, devices, and components, such as optical mirrors and optical mounts. Optomechanical engineering combines optical engineering with mechanical engineering in the design of these systems and devices. They conduct research, perform analysis, test the devices, and supervise the research.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,mechanical engineer
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,biometrician,released,biometric studies analyst | biometrics researcher | biometric studies research scientist | biometrician | biometric studies researcher | biometric studies scientist | biometricians | biometrics research scientist | biometrics scientist | biometrics analyst | biometric studies scholar | biometrics science researcher | biometric studies research analyst | biometrics research analyst | biometrics scholar,"Biometricians perform research in the field of biometrics. They carry statistical or biological research projects by measuring fingerprints, retinas, and human shapes for medical or industrial applications.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistician
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,energy engineer,released,energy technology engineering consultant | energy engineering specialist | energy technology engineering specialist | energy engineering expert | energy engineering researcher | energy efficiency engineer | power engineer | energy engineering consultant | energy technology engineering expert | energy engineer | energies engineer | energy engineering adviser | energy technology engineering adviser | energy technology engineer,"Energy engineers design new, efficient and clean ways to produce, transform, and distribute energy to improve environmental sustainability and energy efficiency. They deal with the extraction of energy through natural resources, such as oil or gas, or renewable and sustainable sources, such as wind or solar power. ",http://data.europa.eu/esco/isco/C2149,Engineering professionals not elsewhere classified
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,healthcare specialist lecturer,released,dietetics docent | healthcare specialist teacher | orthopaedics lecturer | embryology teacher | university healthcare science lecturer | geriatrics professor | embryology professor | healthcare specialist docent | lecturer in specialised healthcare | embryology docent | paediatrics instructor | healthcare specialist lector | orthopaedics instructor | embryology lecturer | nursing specialist docent | orthopaedics professor | pathology professor | orthopaedics docent | healthcare specialist instructor | lecturer of specialised healthcare | paediatrics professor | pathology instructor | healthcare lector | nursing specialist professor | nursing specialist instructor | oncology lecturer | pathology lecturer | paediatrics teacher | geriatrics teacher | lecturer in specialist healthcare science | paediatrics docent | orthopaedics teacher | dietetics lecturer | nursing specialist teacher | embryology instructor | specialist lecturer in healthcare science | geriatrics lecturer | dietetics teacher | healthcare specialist lecturer | nursing specialist lecturer | dietetics professor | specialist nursing lecturer | university lecturer in healthcare science | pedagogy lecturer | pathology teacher | dietetics instructor | geriatrics instructor | geriatrics docent | pathology docent | lecturer in specialized healthcare | healthcare specialist professor | lecturer of specialized healthcare | paediatrics lecturer,"Healthcare specialist lecturers are subject professors, teachers, or lecturers, and often doctors who instruct students who have obtained an upper secondary education diploma in their own specialised field of healthcare, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams, for leading laboratory practices, and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of specialist healthcare, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,immunologist,released,immunology research analyst | immunology studies analyst | immunology studies research scientist | immunology studies scientist | immunology scientist | immunologist | immunology researcher | immunology studies scholar | immunologists | immunology analyst | immunology research scientist | immunology studies researcher | immunology studies research analyst | immunology scholar | immunology science researcher,"Immunologists research the immune system of living organisms (e.g. human body) and the way it reacts to external infections or invasive harmful agents (e.g. virus, bacteria, parasites). They focus their study on those diseases that affect the immunology of living organisms in order to classify them for treatment.",http://data.europa.eu/esco/isco/C2131,"Biologists, botanists, zoologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,law lecturer,released,university law lecturer | law lecturer | university law teacher | law docent | law teacher | law lector | lecturer in law | professor of law | specialist law lecturer | lecturer of law | law professor | university lecturer in law | higher education law teacher | senior lecturer in law | law instructor | university law instructor,"Law lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, law, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of law, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,epidemiologist,released,epidaemiologist | epidemiologist | epidemiology science researcher | epidemiology analyst | epidemiology research scientist | epidemiology scientist | epidemiology researcher | epidemiology scholar | epidemiology research analyst,Epidemiologists centre their research on origin and causes for illness eruption in humans. They determine the way in which diseases are spread out and propose risk preventive measures to health policy organisms.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,seismologist,released,seismology researcher | seismology science researcher | seismology scholar | seismologists | seismology scientist | seismologist | seismology research analyst | seismology research scientist | seismology analyst,"Seismologists study the movement of tectonic plaques in the Earth which causes the propagation of seismic waves and earthquakes. They study and observe the various sources causing earthquakes such as volcanic activity, atmospheric phenomena, or the behaviour of oceans. They provide their scientific observations to prevent dangers in construction and infrastructure.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geologist
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,geographer,released,economic geographer | geography research scientist | physical geographer | natural geographer | biogeographer | geographer | cultural geographer | geographers | human geographer,"Geographers are scholars who study human and physical geography. Depending on their specialisation, they study political, economical and cultural aspects of humanity contained within human geography. Moreover, they study land formations, soils, natural frontiers, and water flows contained in physical geography.",http://data.europa.eu/esco/isco/C2632,"Sociologists, anthropologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,automation engineer,released,engineer in automated systems | engineer in automation systems | engineer in automation | unmanned vessel engineer | agricultural automation engineer | automated systems engineer | automation engineer | automated systems specialist | specialist in automated systems | specialist in automation systems | manufacturing  engineer in automation | automation systems engineer | vessel autonomy engineer | fleet autonomy system engineer,"Automation engineers research, design, and develop applications and systems for the automation of the production process. They implement technology and reduce, whenever applicable, human input to reach the full potential of industrial robotics. Automation engineers oversee the process and ensure all systems run safely and smoothly.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,production engineer
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,cosmologist,released,evolutionary cosmologist | cosmology research scientist | cosmology data scientist | cosmology scientist | theoretical cosmologist | observational cosmologist | cosmologist,"Cosmologists focus on the study of the universe as a whole, which is made up by its origin, evolution and ultimate fate. They use tools and scientific instruments to observe and study other galaxies and astronomical objects such as stars, black holes, planets and other celestial bodies.",http://data.europa.eu/esco/isco/C2111,Physicists and astronomers
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,modern languages lecturer,released,modern languages teacher | instructor in modern languages | professor of modern languages | university modern languages teacher | modern languages lector | university modern languages lecturer | modern languages professor | higher education modern languages teacher | university lecturer in modern languages | modern languages instructor | modern languages docent | lecturer in modern languages | modern languages lecturer | senior lecturer in modern languages | specialist lecturer in modern languages | lecturer of modern languages,"Modern languages lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, modern languages, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants in the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of modern languages, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,philosopher,released,moralist | philosopher | philosophy student | philosophy scholar | philosophy expert,"Philosophers study and argument over general and structural problems pertaining to society, humans and individuals. They have well-developed rational and argumentative abilities to engage in discussion related to existence, value systems, knowledge, or reality. They recur to logic in discussion which lead to levels of deepness and abstraction.",http://data.europa.eu/esco/isco/C2633,"Philosophers, historians and political scientists"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,archaeology lecturer,released,instructor in archaeology | archaeology instructor | lecturer in archaeology | university lecturer in archaeology | archaeologist lector | archeology lecturer | lecturer in archaeological studies | archaeology lector | archaeology professor | archaeology teacher | professor of archaeology | archaeology docent | senior lecturer in archaeology | university archaeology lecturer | lecturer of archaeology,"Archaeology lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, archaeology, which is predominantly academic in nature. They work with university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of archaeology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,agricultural scientist,released,"agricultural biotechnology research scientist | agricultural development consultant | research scientist, agriculture | researcher in agriculture science | agricultural research scientist | agricultural scientist | agriculture researcher | agricultural quality scientist | bio-technical research scientist in agriculture | agricultural development specialist","Agricultural scientists research and study soil, animals and plants with the objective of improving agricultural processes, the quality of agricultural products or the impact of agricultural processes on the environment. They plan and implement projects such as development projects on behalf of clients or institutions.",http://data.europa.eu/esco/isco/C2132,"Farming, forestry and fisheries advisers"
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,assistant lecturer,released,lector’s assistant | adjunct assistant professor | assistant lecturer at a college | lecturer’s assistant | university assistant instructor | university assistant lecturer | junior lecturer | assistant professor | higher education assistant lecturer | research assistant professor | assistant teacher | assistant lecturer | college assistant lecturer | research assistant lecturer | college assistant instructor | assistant lecturer in university | assistant docent | assistant lector | assistant lecturer in higher education,"Assistant lecturers share university or college lecturers' academic workload, specifically the provision of lectures to students. They prepare and teach classes, and meet with students privately regarding evaluation. They also combine their lecturing and other academic duties with conducting their own research in their field of study. Assistant lecturers occupy an autonomous, full-time position, despite what the subservience element in the occupation title may suggest.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,computer science lecturer,released,lecturer in computer sciences | specialist lecturer in computer science | computer science docent | senior lecturer in computer science | lecturer of computer science | computer science lector | university lecturer in computer science | computer science teacher | higher education computer science teacher | computer sciences lector | lecturer in computer science | university computer science teacher | computer science professor | university computer science lecturer | computer science lecturer | computer science instructor,"Computer science lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, computer science, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of computer science, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,linguistics lecturer,released,applied linguistics lecturer | linguistics professor | university linguistics lecturer | linguistics docent | university lecturer in linguistics | lecturer in linguistics | higher education linguistics teacher | linguistics lecturer | professor of linguistics | lecturer of linguistics | university linguistics teacher | professor of applied linguistics | linguistics lector | linguistics teacher | lecturer in applied linguistics | linguistics instructor,"Linguistics lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, linguistics, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants 
for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of linguistics, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,politics lecturer,released,political science lecturer | political science professor | lecturer in politics | higher education politics teacher | political studies lecturer | political studies docent | politics and international studies lecturer | politics professor | university political studies lecturer | political sciences lector | political science lector | political studies instructor | professor of politics | politics and international relations lecturer | political science teacher | political science docent | professor of political science | teacher | university lecturer in political studies | political science instructor | lecturer in politics and international studies | political studies professor | lecturer in politics and international relations | politics lecturer | professor of political studies,"Politics lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, politics, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants 
for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of political studies, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geologist,released,paedologist | geology studies research analyst | geology analyst | geology research analyst | geologist prospector | geology scientist | petroleum geologist | geology studies scientist | site geologist | geology science researcher | glaciologist | structural geologist | geology researcher | geology studies analyst | geology studies research scientist | geology research scientist | chief geologist | bedrock geologist | geoscience consultant | geology studies researcher | geology scholar | geothermal scientist | volcanologist | geologist engineer | consulting geologist | field geologist | coal geologist | geologist | sedimentologist | geology studies scholar | quaternary geologist,"Geologists research the materials that form the earth. Their observations depend on the purpose of the research. Depending on their specialisation, geologists study how the Earth has been shaped over time, its geological layers, the quality of minerals for mining purposes, earthquakes and volcanic activity for private services, and similar phenomena.",http://data.europa.eu/esco/isco/C2114,Geologists and geophysicists
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,test engineer,released,agricultural equipment test engineer | test engineer,Test engineers plan and perform detailed quality tests during various phases of the design process to make sure that the systems are properly installed and function correctly. They analyse the data collected during tests and produce reports. They are also responsible for the safety of the test operations.,http://data.europa.eu/esco/isco/C2149,Engineering professionals not elsewhere classified
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,religious studies lecturer,released,professor of religious education | lecturer of religion | religious studies docent | theology professor | religious studies instructor | university lecturer in religious studies | religious studies professor | theology lecturer | university religious studies lecturer | theology teacher | theology instructor | lecturer in religion | religious studies teacher | religious studies lector | lecturer of religious studies | senior lecturer in religious studies | higher education theology teacher | religious education lecturer | professor of religious studies | theology docent | lecturer in religious studies | religion lector | religious studies lecturer,"Religious studies lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, theology, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of theology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,civil engineer,released,harbour civil engineer | civil engineering adviser | civil engineering researcher | infrastructure project manager | civil engineering consultant | director of infrastructure projects | civil engineering expert | civil engineer | investments civil enginee | quality assurance civil engineer | civil engineering specialist,"Civil engineers design, plan, and develop technical and engineering specifications for infrastructure and construction projects. They apply engineering knowledge in a vast array of projects, from the construction of infrastructure for transportation, housing projects, and luxury buildings, to the construction of natural sites. They design plans that seek to optimise materials and integrate specifications and resource allocation within the time constraints.",http://data.europa.eu/esco/isco/C2142,Civil engineers
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,mathematics lecturer,released,university maths teacher | maths professor | lector in maths | mathematics docent | university mathematics lecturer | mathematics lecturer | lecturer in math | lecturer in maths | mathematics lector | professor of mathematics | math lector | lecturer in mathematics | professor of maths | higher education mathematics teacher | maths lector | instructor in mathematics | university lecturer in mathematics | lector in mathematics | mathematics teacher | mathematics professor | lector in math | mathematics instructor,"Mathematics lecturers instruct students who have obtained an upper secondary education diploma in their own specialised field of study, mathematics, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of mathematics, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,urban planner,released,regional planner | smart city planner | city planner | urban planning engineer | town planner | urban planner | country planner,"Urban planners create development plans for towns, urban areas, cities, and regions. They research the needs of the community or the region (economic, social, transport) and evaluate other parameters such as sustainability in order to present solid programs aimed at the improvement of the site.",http://data.europa.eu/esco/isco/C2164,Town and traffic planners
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,computer scientist,released,IT scientist | ICT science researcher | computers scientist | ICT scientist | ICT research scientist | computer scientist | IT research scientist | IT researcher | IT science researcher | ICT researcher,"Computer scientists conduct research in computer and information science, directed toward greater knowledge and understanding of fundamental aspects of ICT phenomena. They write research reports and proposals. Computer scientists also invent and design new approaches to computing technology, find innovative uses for existing technology and studies and solve complex problems in computing.",http://data.europa.eu/esco/isco/C2511,Systems analysts
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,conservation scientist,released,park naturalist | park ranger | conservation scientist | conservationist | environmental scientist | conservation programs specialist | wildlife biologist,"Conservation scientists manage the quality of specific forests, parks and other natural resources. They protect the wildlife habitat, biodiversity, scenic value, and other unique attributes of preserves and conservation lands. Conservation scientists perform field work.",http://data.europa.eu/esco/isco/C2133,Environmental protection professionals
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,chemistry lecturer,released,chemistry lecturer | chemical science teacher | chemical science docent | chemical science instructor | chemistry instructor | lecturer in chemistry | university lecturer in chemistry | chemical science lector | senior lecturer in chemistry | chemical science lecturer | chemistry docent | professor of chemistry | specialist lecturer in chemistry | higher education chemistry teacher | university chemistry lecturer | chemistry professor | chemical sciences lector | chemical science professor | university chemistry teacher | chemical sciences lecturer | chemistry lector | instructor in chemistry,"Chemistry lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, chemistry, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants 
for the preparation of lectures and of exams, for leading laboratory practices, grading papers and for leading review and feedback sessions for the students. They also conduct academic research in their field of chemistry, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,engineering lecturer,released,professor of mechanical engineering | professor of engineering | engineering science instructor | engineering teacher | engineering science docent | engineering docent | lecturer in electrical engineering | university lecturer in engineering | higher education engineering teacher | engineering sciences professor | engineering lector | lecturer in mechanical engineering | engineering sciences teacher | lecturer in engineering | engineering science professor | engineering sciences docent | engineering sciences instructor | university engineering lecturer | professor of electrical engineering | university engineering teacher | engineering science teacher | engineering instructor | engineering lecturer | engineering professor,"Engineering lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, engineering, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for leading laboratory practices, grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their field of engineering, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist,released,biology science researcher | entomologist | zoologist | mammalogist | ichthyologist | wildlife biologist | mycologist | ornithologist | lepidopterist | biology biotechnologist | natural science taxonomist | herpetologist | plant pathologist | biologist | biology research scientist,"Biologists study living organisms and life in its broader extent in combination with its environment. Through research, they strive to explain the functional mechanisms, interactions, and evolution of organisms.",http://data.europa.eu/esco/isco/C2131,"Biologists, botanists, zoologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,literary scholar,released,literary studies scholar | literary researcher | literature scholar | literary science researcher | literary research analyst | literary scholar | literary research scientist | literary studies researcher | literary analyst | literary studies research scientist | literary studies scientist | literary scientist,"Literary scholars research works of literature, history of literature, genres, and literary criticism in order to appraise the works and the surrounding aspects in an appropriate context and to produce research results on specific topics in the field of literature.",http://data.europa.eu/esco/isco/C2641,Authors and related writers
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,biochemical engineer,released,biochemical engineering specialist | biochemical engineering researcher | biochemical technology engineering expert | biochemical technology engineering specialist | tissue engineer | biochemical process engineer | metabolic engineer | biochemical engineering consultant | biochemical researcher | process development engineer | enzyme engineer | biochemical technology engineering consultant | biochemical engineering expert | biochemical technology engineer | biochemical engineer | bio-fuel engineer | biochemical engineering adviser | biochemical research engineer | biochemical technology engineering adviser | bio-chemical engineer,"Biochemical engineers research on the field of life science striving for new discoveries. They convert those findings into chemical solutions that can improve the wellbeing of society such as vaccines, tissue repair, crops improvement and green technologies advances such as cleaner fuels from natural resources.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,chemical engineer
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,metrologist,released,machine assembly calibration technician | calibration technician | optical 3D metrology engineer | electronics calibration technician | metrologist | metrology research engineer | lab calibration technician | laboratory calibration technician | metrology technician | metrology technologist,"Metrologists study and practice the science of measurement. They develop quantity systems, units of measurement and measuring methods to be used in science. Metrologists establish new methods and tools to quantify and better understand information.",http://data.europa.eu/esco/isco/C2112,Meteorologists
